CLASS,PLATE,MJD,FIBERID
20,337,51997,463
20,1698,53146,257
20,2582,54139,613
20,1167,52738,328
20,701,52179,16
20,1492,52932,427
20,1694,53472,520
20,819,52409,166
20,1692,53473,78
20,1744,53055,204
20,1095,52521,28
20,2115,53535,483
20,496,51988,110
20,2097,53491,73
20,1929,53349,611
20,646,52523,413
20,582,52045,154
20,1560,53317,595
20,344,51693,613
20,1574,53476,543
20,541,51959,638
20,1834,54562,524
20,1783,53386,497
20,460,51924,101
20,2217,53794,1
20,716,52203,418
20,2519,54570,236
20,1869,53327,182
20,2757,54509,263
20,2364,53737,271
20,380,51792,364
20,1289,52734,85
20,1619,53084,172
20,735,52519,246
20,854,52373,462
20,1773,53112,539
20,1330,52822,438
20,2878,54465,307
20,1927,53321,562
20,565,52225,560
20,883,52430,222
20,864,52320,287
20,986,52443,113
20,2787,54552,451
20,1973,53432,476
20,2372,53768,637
20,384,51821,193
20,1304,52993,210
20,1562,53052,618
20,2348,53757,3
20,2753,54234,128
20,2427,53815,529
20,2752,54533,10
20,2027,53433,481
20,1598,53033,1
20,2606,54154,599
20,1455,53089,237
20,2760,54506,280
20,2113,53468,400
20,1529,52930,67
20,402,51793,347
20,1718,53850,345
20,2285,53700,541
20,954,52405,72
20,2646,54479,395
20,1973,53432,462
20,2785,54537,552
20,805,52586,152
20,1232,52731,502
20,502,51957,541
20,2773,54533,585
20,447,51877,624
20,2131,53819,479
20,1539,52943,44
20,402,51793,353
20,2770,54510,148
20,1529,52930,73
20,1033,52822,493
20,2660,54504,525
20,952,52409,137
20,2173,53874,333
20,662,52147,273
20,1867,53317,606
20,1166,52751,546
20,1493,52933,174
20,888,52339,576
20,2757,54509,36
20,1834,54562,256
20,664,52174,276
20,904,52381,383
20,565,52225,574
20,634,52164,165
20,750,52235,263
20,1676,53147,144
20,2144,53770,296
20,1384,53121,559
20,609,52339,287
20,1231,52725,490
20,870,52325,61
20,2504,54179,570
20,1682,53173,450
20,461,51910,236
20,1764,53467,210
20,1523,52937,387
20,773,52376,143
20,2494,54174,269
20,432,51884,286
20,1441,53083,39
20,607,52368,239
20,1795,54507,453
20,1188,52650,583
20,1364,53061,536
20,448,51900,554
20,303,51615,105
20,2100,53713,79
20,2477,54058,24
20,1560,53317,581
20,2018,53800,341
20,541,51959,604
20,414,51869,149
20,966,52642,392
20,961,52615,531
20,375,52140,405
20,1069,52590,609
20,2598,54232,420
20,290,51941,89
20,854,52373,338
20,600,52317,578
20,2361,53762,523
20,424,51893,579
20,1234,52724,71
20,855,52375,415
20,1920,53314,510
20,556,51991,102
20,891,52584,286
20,1038,52673,575
20,1108,53227,389
20,1060,52636,2
20,2156,54525,53
20,1341,52786,522
20,906,52368,194
20,298,51955,185
20,1284,52736,463
20,2580,54092,193
20,398,51789,183
20,1443,53055,5
20,1215,52725,622
20,2210,53535,218
20,796,52401,72
20,667,52163,569
20,626,52057,258
20,2100,53713,218
20,2656,54484,393
20,1815,53884,202
20,992,52644,288
20,303,51615,93
20,1229,52723,640
20,2223,53793,252
20,2036,53446,420
20,1931,53358,640
20,1373,53063,67
20,1300,52973,218
20,2156,54525,331
20,2494,54174,527
20,2243,53794,177
20,1394,53108,294
20,1798,53851,619
20,1983,53442,388
20,1609,53142,532
20,2026,53711,248
20,814,52443,22
20,2585,54097,378
20,1773,53112,505
20,1200,52668,60
20,1875,54453,25
20,618,52049,633
20,1024,52826,504
20,2364,53737,259
20,1105,52937,619
20,514,51994,207
20,2507,53876,301
20,1287,52728,10
20,2149,54509,260
20,1474,52933,638
20,1609,53142,526
20,1768,53442,182
20,860,52319,567
20,1803,54152,421
20,1844,54138,536
20,618,52049,627
20,363,51989,524
20,1014,52707,389
20,778,54525,428
20,1804,53886,245
20,1032,53175,577
20,1044,52468,462
20,2591,54140,112
20,2371,53762,1
20,2663,54234,85
20,1743,53054,198
20,767,52252,181
20,2949,54557,213
20,1009,52644,244
20,1836,54567,126
20,1309,52762,81
20,2223,53793,246
20,2744,54272,198
20,526,52312,58
20,556,51991,116
20,2434,53826,282
20,414,51869,28
20,1836,54567,640
20,626,52057,79
20,2086,53401,192
20,710,52203,228
20,278,51900,392
20,984,52442,135
20,2088,53493,314
20,654,52146,381
20,1979,53431,65
20,659,52199,103
20,1044,52468,304
20,972,52435,508
20,2153,54212,567
20,2084,53360,406
20,558,52317,520
20,2101,53858,164
20,1938,53379,264
20,1297,52963,491
20,465,51910,169
20,1058,52520,62
20,1320,52759,325
20,1043,52465,294
20,1274,52995,353
20,1373,53063,341
20,859,52317,256
20,455,51909,242
20,1243,52930,529
20,2948,54553,407
20,1175,52791,290
20,2579,54068,199
20,1355,52823,192
20,2480,53851,170
20,2769,54527,317
20,2132,53493,361
20,806,52592,573
20,2971,54590,575
20,700,52199,565
20,2585,54097,185
20,2478,54097,585
20,2362,53759,261
20,1101,52621,190
20,2612,54480,36
20,495,51988,115
20,2241,54169,308
20,1192,52649,326
20,1011,52652,241
20,911,52426,556
20,1581,53149,434
20,2217,53794,488
20,1170,52756,63
20,285,51930,88
20,802,52289,160
20,1998,53433,187
20,940,52670,280
20,1954,53357,74
20,893,52589,251
20,2080,53350,252
20,1683,53436,442
20,345,51690,74
20,761,54524,107
20,1404,52825,580
20,1169,52753,32
20,1740,53050,591
20,567,52252,572
20,1224,52765,452
20,806,52592,215
20,1037,52878,570
20,1053,52468,476
20,904,52381,630
20,1752,53379,539
20,1659,53224,437
20,2346,53734,297
20,2432,54052,63
20,2373,53768,349
20,2645,54477,516
20,404,51812,562
20,465,51910,380
20,754,52232,93
20,289,51990,74
20,1390,53142,439
20,2216,53795,130
20,1193,52652,96
20,904,52381,624
20,1716,53827,110
20,2116,53854,340
20,1358,52994,476
20,1361,53047,315
20,2747,54233,145
20,420,51871,474
20,309,51994,215
20,2769,54527,465
20,2009,53904,526
20,1754,53385,252
20,1157,52643,510
20,289,51990,60
20,724,52254,177
20,802,52289,612
20,685,52203,327
20,294,51986,475
20,2208,53880,282
20,1936,53330,633
20,2021,53475,229
20,2485,54176,23
20,1784,54425,544
20,2880,54509,94
20,1286,52725,226
20,2495,54175,504
20,372,52173,156
20,567,52252,200
20,1841,53491,579
20,1054,52516,557
20,2234,53823,577
20,384,51821,346
20,2882,54498,406
20,755,52235,318
20,2611,54477,566
20,568,52254,205
20,284,51943,585
20,1651,53442,15
20,764,52238,633
20,1782,53299,21
20,404,51812,210
20,1991,53446,364
20,1220,52723,540
20,1050,52721,274
20,452,51911,283
20,1402,52872,488
20,410,51877,34
20,2238,54205,524
20,1517,52934,623
20,2769,54527,303
20,2359,53826,369
20,578,52339,68
20,1783,53386,124
20,1786,54450,447
20,2114,53848,345
20,767,52252,354
20,2350,53765,6
20,2154,54539,65
20,353,51703,344
20,2505,53856,403
20,1075,52933,111
20,2276,53712,457
20,857,52314,481
20,1931,53358,481
20,738,52521,489
20,373,51788,314
20,2226,53819,616
20,1497,52886,332
20,1419,53144,221
20,716,52203,183
20,527,52342,148
20,1941,53386,302
20,305,51613,566
20,711,52202,551
20,1089,52913,105
20,645,52203,421
20,1923,53319,244
20,1768,53442,357
20,1742,53053,115
20,1225,52760,280
20,271,51883,348
20,943,52376,634
20,308,51662,92
20,2018,53800,180
20,2033,53476,81
20,1034,52813,210
20,1363,53053,510
20,1052,52466,201
20,1945,53387,514
20,373,51788,472
20,2226,53819,170
20,792,52353,459
20,1160,52674,363
20,2224,53815,149
20,1994,53845,586
20,307,51663,252
20,345,51690,48
20,2527,54569,147
20,1878,54474,12
20,1114,53179,606
20,1464,53091,15
20,1772,53089,589
20,1767,53436,23
20,278,51900,147
20,315,51663,473
20,2010,53495,338
20,2162,54207,73
20,1456,53115,69
20,437,51876,434
20,2279,53708,110
20,1699,53148,47
20,748,52233,266
20,2093,53818,461
20,1713,53827,296
20,840,52374,433
20,2292,53713,76
20,536,52024,546
20,2137,54206,151
20,2370,53764,381
20,1200,52668,298
20,2488,54149,112
20,2505,53856,371
20,1570,53149,148
20,1569,53168,144
20,1357,53034,378
20,1695,53473,78
20,2657,54502,328
20,680,52200,162
20,1678,53433,424
20,1015,52734,36
20,739,52520,131
20,2034,53466,444
20,2595,54207,596
20,1047,52733,417
20,1457,53116,315
20,713,52178,597
20,547,51959,8
20,2785,54537,17
20,1238,52761,631
20,2356,53786,381
20,1269,52937,554
20,2663,54234,503
20,1818,54539,621
20,2652,54508,542
20,490,51929,134
20,682,52525,543
20,694,52209,548
20,1776,53858,120
20,997,52734,70
20,575,52319,566
20,526,52312,400
20,406,51817,160
20,353,51703,350
20,1791,54266,244
20,2103,53467,132
20,989,52468,402
20,568,52254,239
20,1931,53358,495
20,491,51942,313
20,932,52620,86
20,583,52055,370
20,1615,53166,266
20,2149,54509,44
20,1441,53083,251
20,1185,52642,630
20,653,52145,124
20,2145,54212,582
20,962,52620,422
20,2493,54115,190
20,1718,53850,147
20,877,52353,297
20,2590,54175,208
20,1327,52781,547
20,1853,53566,164
20,1551,53327,555
20,444,51883,191
20,1956,53437,200
20,1200,52668,515
20,2294,54524,332
20,344,51693,377
20,1072,52643,483
20,1942,53415,145
20,1865,53312,76
20,2500,54178,170
20,1706,53442,242
20,2781,54266,316
20,427,51900,117
20,2603,54479,502
20,1211,52964,551
20,1563,52941,311
20,2371,53762,321
20,661,52163,83
20,927,52577,591
20,732,52221,35
20,615,52347,545
20,582,52045,60
20,2095,53474,138
20,1175,52791,253
20,952,52409,447
20,520,52288,274
20,1875,54453,620
20,1168,52731,545
20,615,52347,223
20,1736,53052,502
20,416,51811,243
20,392,51793,232
20,1036,52582,305
20,1561,53032,485
20,1195,52724,461
20,1821,53167,105
20,2952,54559,605
20,587,52026,374
20,1382,53115,29
20,1959,53440,259
20,2947,54533,608
20,1207,52672,176
20,1224,52765,491
20,1212,52703,585
20,1228,52728,364
20,918,52404,47
20,1071,52641,597
20,1977,53475,99
20,1718,53850,621
20,684,52523,322
20,878,52353,200
20,2439,53795,39
20,1450,53120,501
20,580,52368,494
20,2172,54230,505
20,480,51989,457
20,1200,52668,267
20,2147,53491,122
20,1435,52996,315
20,554,52000,288
20,508,52366,445
20,1006,52708,471
20,837,52642,161
20,1090,52903,349
20,1940,53383,261
20,402,51793,637
20,2242,54153,473
20,1557,53301,367
20,574,52355,593
20,2492,54178,331
20,1798,53851,355
20,848,52669,301
20,1091,52902,183
20,845,52381,564
20,970,52413,515
20,1808,54176,163
20,1045,52725,115
20,436,51883,600
20,1749,53357,418
20,2481,54086,457
20,1355,52823,145
20,2789,54555,488
20,2353,53794,466
20,346,51693,618
20,1029,52912,577
20,1765,53466,21
20,2603,54479,516
20,1736,53052,270
20,427,51900,103
20,1455,53089,76
20,838,52378,240
20,716,52203,168
20,1474,52933,406
20,675,52590,173
20,1506,53003,639
20,1035,52816,373
20,2246,53767,501
20,351,51695,477
20,598,52316,223
20,1718,53850,153
20,1615,53166,299
20,2344,53740,150
20,749,52226,463
20,2126,53794,338
20,646,52523,163
20,1432,53003,398
20,1163,52669,54
20,267,51608,582
20,1239,52760,404
20,1408,52822,585
20,1104,52912,265
20,766,52247,223
20,2743,54259,546
20,1541,53732,281
20,772,52375,49
20,817,52381,330
20,1501,53740,343
20,2359,53826,382
20,2004,53737,390
20,287,52023,221
20,1658,53240,508
20,2790,54555,613
20,485,51909,34
20,1741,53052,101
20,2777,54554,370
20,1306,52996,362
20,458,51929,41
20,2590,54175,234
20,496,51988,448
20,349,51699,377
20,2358,53797,4
20,2374,53765,540
20,358,51818,76
20,1712,53531,584
20,803,52318,602
20,551,51993,177
20,1701,53142,507
20,1450,53120,529
20,1007,52706,212
20,1879,54478,446
20,2513,54141,479
20,1643,53143,62
20,1497,52886,497
20,2974,54592,286
20,1022,52524,554
20,2008,53473,526
20,1287,52728,223
20,1292,52736,323
20,2742,54233,214
20,814,52443,178
20,1402,52872,305
20,2233,53845,194
20,1568,53169,359
20,1222,52763,541
20,2209,53907,572
20,1496,52883,279
20,2512,53877,482
20,2356,53786,430
20,1610,53144,511
20,728,52520,265
20,2101,53858,372
20,2509,54180,280
20,539,52017,469
20,511,52636,591
20,1847,54176,195
20,1627,53473,580
20,970,52413,529
20,1225,52760,257
20,1349,52797,365
20,297,51959,120
20,295,51985,590
20,618,52049,343
20,2084,53360,604
20,2018,53800,157
20,1713,53827,2
20,1048,52736,512
20,623,52051,366
20,2164,53886,405
20,2370,53764,342
20,1959,53440,271
20,627,52144,269
20,1644,53144,207
20,958,52410,423
20,1294,52753,143
20,2131,53819,121
20,804,52286,474
20,1199,52703,351
20,1158,52668,571
20,1750,53358,570
20,1453,53084,154
20,1081,52531,17
20,1229,52723,456
20,1751,53377,184
20,1703,53799,68
20,2229,53823,458
20,1163,52669,153
20,358,51818,62
20,490,51929,93
20,1156,52641,180
20,791,52435,342
20,772,52375,501
20,2970,54589,140
20,1226,52734,132
20,346,51693,624
20,923,52404,119
20,817,52381,324
20,279,51984,307
20,1443,53055,494
20,728,52520,517
20,2431,53818,510
20,285,51930,149
20,1236,52751,604
20,1814,54555,237
20,1584,52943,606
20,1786,54450,527
20,412,52258,395
20,1017,52706,60
20,302,51688,434
20,1763,53463,432
20,501,52235,406
20,574,52355,356
20,467,51901,588
20,1440,53084,633
20,783,52325,329
20,561,52295,364
20,2652,54508,69
20,2744,54272,205
20,861,52318,430
20,2204,53877,13
20,1214,52731,142
20,267,51608,421
20,622,52054,371
20,273,51957,97
20,994,52725,478
20,706,52199,209
20,1456,53115,353
20,1772,53089,3
20,698,52203,397
20,828,52317,105
20,831,52294,69
20,1158,52668,388
20,2231,53816,122
20,2165,53917,207
20,1806,53559,331
20,723,52201,564
20,1551,53327,384
20,1954,53357,356
20,1823,53886,186
20,422,51811,234
20,1440,53084,155
20,2360,53728,632
20,993,52710,436
20,2748,54234,233
20,1623,53089,418
20,455,51909,450
20,1271,52974,230
20,1817,53851,128
20,1598,53033,423
20,2430,53815,461
20,1364,53061,44
20,726,52226,395
20,271,51883,200
20,1353,53083,272
20,794,52376,586
20,306,51637,276
20,1339,52767,353
20,1377,53050,6
20,431,51877,177
20,2238,54205,336
20,1598,53033,437
20,907,52373,507
20,409,51871,510
20,624,52377,624
20,1730,53498,603
20,276,51909,446
20,606,52365,604
20,1328,52786,194
20,506,52022,159
20,2785,54537,181
20,1560,53317,634
20,2486,53876,425
20,911,52426,350
20,1806,53559,325
20,559,52316,305
20,2490,54179,288
20,395,51783,544
20,2606,54154,638
20,964,52646,636
20,2574,54084,466
20,2744,54272,211
20,748,52233,448
20,398,51789,578
20,570,52266,515
20,996,52641,441
20,1669,53433,189
20,2657,54502,506
20,1023,52818,114
20,1299,52972,237
20,894,52615,65
20,1027,52557,53
20,1017,52706,74
20,883,52430,183
20,775,52295,235
20,1243,52930,449
20,1551,53327,67
20,2009,53904,334
20,266,51630,254
20,1820,54208,190
20,945,52652,440
20,2955,54562,152
20,2429,53799,343
20,1653,53534,187
20,616,52442,80
20,1835,54563,301
20,629,52051,58
20,650,52143,212
20,1392,52822,440
20,852,52375,607
20,397,51794,282
20,767,52252,220
20,1303,53050,403
20,2972,54586,119
20,2793,54271,629
20,1680,53171,600
20,2515,54180,558
20,1116,52932,577
20,987,52523,331
20,1187,52708,143
20,835,52326,242
20,1987,53765,345
20,847,52426,206
20,295,51985,355
20,2789,54555,517
20,875,52354,380
20,2368,53758,571
20,1034,52813,402
20,2373,53768,567
20,544,52201,341
20,830,52293,234
20,1945,53387,306
20,1758,53084,178
20,692,52201,430
20,1859,53177,354
20,1087,52930,36
20,452,51911,22
20,1352,52819,45
20,2664,54524,211
20,1429,52990,477
20,915,52443,477
20,1037,52878,438
20,1698,53146,135
20,611,52055,139
20,2021,53475,375
20,298,51955,230
20,487,51943,244
20,1346,52822,357
20,2276,53712,245
20,2125,53795,270
20,857,52314,293
20,2376,53770,20
20,1974,53430,588
20,569,52264,338
20,2774,54534,258
20,1441,53083,457
20,2297,53738,123
20,1374,53083,30
20,506,52022,165
20,2021,53475,361
20,1765,53466,353
20,886,52381,105
20,1026,52558,39
20,1587,52964,12
20,1178,52825,253
20,1162,52668,548
20,942,52703,164
20,1016,52759,136
20,2652,54508,350
20,834,52316,237
20,873,52674,498
20,946,52407,373
20,2744,54272,20
20,700,52199,439
20,847,52426,212
20,2122,54178,148
20,1949,53433,310
20,1077,52644,341
20,1616,53169,231
20,1445,53062,102
20,834,52316,551
20,1166,52751,88
20,1399,53172,420
20,1030,52914,62
20,1178,52825,535
20,1502,53741,551
20,1785,54439,183
20,1575,53493,401
20,1237,52762,177
20,492,51955,550
20,2002,53471,49
20,540,51996,560
20,658,52146,80
20,2783,54524,78
20,2432,54052,265
20,929,52581,73
20,1224,52765,268
20,1824,53491,149
20,2775,54535,85
20,2370,53764,578
20,443,51873,201
20,1032,53175,629
20,1335,52824,300
20,626,52057,112
20,299,51671,6
20,1376,53089,522
20,1224,52765,283
20,1836,54567,278
20,2666,54230,302
20,291,51928,10
20,1683,53436,293
20,739,52520,58
20,291,51928,638
20,2762,54533,564
20,1597,52999,602
20,1557,53301,561
20,1707,53885,626
20,520,52288,466
20,649,52201,429
20,2642,54232,248
20,486,51910,142
20,2953,54560,465
20,833,52314,60
20,2278,53711,337
20,600,52317,154
20,1725,54266,568
20,1000,52643,514
20,817,52381,278
20,1264,52707,433
20,1166,52751,63
20,1015,52734,613
20,2353,53794,506
20,875,52354,419
20,1669,53433,638
20,970,52413,475
20,2587,54138,427
20,859,52317,487
20,2006,53476,571
20,1610,53144,44
20,1651,53442,291
20,2779,54540,120
20,734,52224,9
20,1801,54156,146
20,619,52056,135
20,1999,53503,378
20,2767,54243,436
20,2490,54179,539
20,1032,53175,98
20,1611,53147,543
20,443,51873,567
20,1985,53431,556
20,963,52643,165
20,2657,54502,2
20,2792,54556,491
20,351,51695,265
20,747,52234,23
20,1433,53035,579
20,2785,54537,142
20,784,52327,189
20,805,52586,542
20,957,52398,257
20,2210,53535,146
20,2479,54174,224
20,313,51673,486
20,1611,53147,557
20,587,52026,214
20,1679,53149,437
20,763,52235,172
20,1428,52998,523
20,728,52520,339
20,565,52225,164
20,2083,53359,526
20,486,51910,630
20,2587,54138,433
20,1465,53082,435
20,2363,53763,115
20,461,51910,140
20,2136,53494,320
20,1027,52557,358
20,1013,52707,602
20,649,52201,30
20,1223,52781,325
20,686,52519,537
20,277,51908,129
20,1622,53385,362
20,2953,54560,471
20,465,51910,545
20,2006,53476,203
20,978,52441,462
20,2138,53757,406
20,1658,53240,454
20,2501,54084,287
20,839,52373,348
20,1289,52734,101
20,940,52670,43
20,1293,52765,186
20,961,52615,109
20,664,52174,100
20,1567,53172,545
20,1027,52557,90
20,742,52263,545
20,1427,52996,326
20,1019,52707,249
20,2782,54592,50
20,364,52000,260
20,595,52023,564
20,463,51908,549
20,1819,54540,27
20,1359,53002,297
20,496,51988,514
20,1683,53436,287
20,1400,53470,429
20,2754,54240,586
20,676,52178,263
20,2128,53800,90
20,2293,53730,497
20,1785,54439,154
20,1502,53741,586
20,459,51924,12
20,2149,54509,102
20,593,52026,563
20,2426,53795,133
20,330,52370,533
20,1000,52643,528
20,1613,53115,137
20,1423,53167,411
20,1450,53120,16
20,359,51821,341
20,2587,54138,31
20,1239,52760,558
20,2775,54535,52
20,2746,54232,576
20,1792,54270,10
20,516,52017,467
20,349,51699,203
20,1653,53534,144
20,2762,54533,558
20,755,52235,287
20,1713,53827,453
20,488,51914,272
20,2233,53845,98
20,840,52374,590
20,2666,54230,458
20,2145,54212,347
20,818,52395,185
20,1645,53172,394
20,2016,53799,491
20,968,52412,430
20,663,52145,542
20,2593,54175,184
20,1711,53535,210
20,2370,53764,222
20,282,51658,436
20,2584,54153,347
20,682,52525,386
20,1773,53112,115
20,1794,54504,617
20,502,51957,54
20,327,52294,394
20,578,52339,185
20,934,52672,62
20,281,51614,621
20,2494,54174,137
20,625,52145,461
20,2777,54554,562
20,1844,54138,126
20,2028,53818,494
20,1969,53383,51
20,1402,52872,11
20,1333,52782,287
20,1349,52797,211
20,2952,54559,26
20,306,51637,289
20,900,52637,334
20,426,51882,83
20,2014,53460,39
20,649,52201,367
20,2492,54178,279
20,1831,54557,429
20,2642,54232,506
20,1797,54507,262
20,670,52520,235
20,1370,53090,50
20,516,52017,315
20,1836,54567,536
20,2292,53713,253
20,2523,54572,450
20,2016,53799,485
20,1827,53531,15
20,820,52438,454
20,1021,52460,15
20,1032,53175,167
20,1879,54478,526
20,1031,53172,122
20,1335,52824,328
20,697,52226,570
20,1419,53144,65
20,480,51989,279
20,2029,53819,138
20,1059,52618,594
20,1046,52460,309
20,308,51662,175
20,2030,53499,152
20,2582,54139,81
20,1626,53472,158
20,404,51812,53
20,1847,54176,70
20,376,52143,460
20,1642,53115,21
20,604,52079,386
20,1623,53089,395
20,605,52353,415
20,2151,54523,166
20,1959,53440,1
20,2101,53858,574
20,742,52263,579
20,1838,53467,352
20,1323,52797,271
20,806,52592,163
20,2521,54538,383
20,307,51663,51
20,2954,54561,510
20,2579,54068,589
20,1042,52725,475
20,1709,53533,573
20,1754,53385,130
20,1240,52734,513
20,522,52024,621
20,2137,54206,33
20,1635,53053,567
20,2087,53415,382
20,2105,53472,257
20,1782,53299,523
20,2286,53700,8
20,1346,52822,169
20,846,52407,538
20,996,52641,131
20,1297,52963,16
20,606,52365,412
20,2204,53877,517
20,973,52426,4
20,1762,53415,434
20,687,52518,528
20,444,51883,224
20,828,52317,461
20,394,51913,459
20,898,52606,45
20,1649,53149,327
20,1436,53054,338
20,2773,54533,426
20,1391,52817,235
20,1708,53503,512
20,1589,52972,343
20,566,52238,156
20,521,52326,265
20,489,51930,10
20,1375,53084,510
20,2360,53728,356
20,1689,53177,223
20,2655,54184,164
20,1986,53475,380
20,1517,52934,541
20,1607,53083,150
20,277,51908,28
20,385,51783,408
20,2480,53851,206
20,1752,53379,129
20,2280,53680,569
20,884,52374,320
20,1807,54175,396
20,2533,54585,347
20,1283,52762,59
20,859,52317,134
20,566,52238,142
20,1922,53315,481
20,494,51915,381
20,1401,53144,315
20,2596,54207,418
20,1607,53083,144
20,1189,52668,533
20,1466,53083,623
20,1176,52791,450
20,379,51789,612
20,2212,53789,473
20,1783,53386,252
20,1802,53885,415
20,770,52282,118
20,884,52374,334
20,624,52377,340
20,1852,53534,449
20,806,52592,611
20,1784,54425,154
20,1774,53759,387
20,567,52252,176
20,2152,53874,14
20,669,52559,341
20,1286,52725,150
20,2286,53700,140
20,1670,54553,549
20,2749,54241,484
20,1269,52937,50
20,876,52669,259
20,1108,53227,570
20,2364,53737,20
20,666,52149,153
20,743,52262,228
20,2105,53472,243
20,1071,52641,636
20,2742,54233,189
20,2486,53876,627
20,1566,53003,428
20,2951,54592,358
20,630,52050,404
20,1655,53523,24
20,1324,53088,398
20,2752,54533,274
20,698,52203,181
20,1953,53358,300
20,777,52320,47
20,1784,54425,632
20,567,52252,610
20,2478,54097,181
20,2612,54480,516
20,2604,54484,470
20,1921,53317,595
20,1037,52878,612
20,1039,52707,617
20,2753,54234,90
20,471,51924,321
20,550,51959,92
20,2293,53730,118
20,692,52201,33
20,760,52264,187
20,522,52024,635
20,887,52376,220
20,1492,52932,53
20,945,52652,124
20,2131,53819,280
20,2284,53708,213
20,1686,53472,261
20,2974,54592,133
20,865,52323,570
20,1997,53442,560
20,622,52054,629
20,852,52375,363
20,1508,52944,399
20,1791,54266,640
20,1698,53146,337
20,419,51879,506
20,2610,54476,394
20,1742,53053,263
20,682,52525,147
20,946,52407,165
20,2002,53471,108
20,2498,54169,186
20,675,52590,588
20,1617,53112,214
20,544,52201,625
20,1588,52965,133
20,702,52178,210
20,990,52465,282
20,2166,54232,217
20,692,52201,154
20,844,52378,616
20,610,52056,547
20,363,51989,487
20,984,52442,38
20,484,51907,451
20,282,51658,191
20,1844,54138,495
20,1205,52670,332
20,1093,52591,61
20,666,52149,93
20,1781,53297,149
20,941,52709,300
20,1326,52764,377
20,2493,54115,4
20,2880,54509,567
20,1698,53146,451
20,2647,54495,17
20,394,51913,465
20,2493,54115,219
20,1667,53430,548
20,1752,53379,15
20,1723,53905,464
20,1816,53919,411
20,453,51915,520
20,2111,53467,471
20,865,52323,216
20,1680,53171,416
20,756,52577,470
20,1566,53003,372
20,2973,54591,143
20,1033,52822,518
20,1220,52723,8
20,2118,53820,149
20,975,52411,190
20,1022,52524,193
20,383,51818,266
20,1458,53119,475
20,743,52262,572
20,790,52441,123
20,287,52023,180
20,1367,53083,36
20,2145,54212,71
20,914,52721,505
20,1016,52759,452
20,2000,53495,472
20,1074,52937,63
20,2197,53555,229
20,1733,53047,306
20,887,52376,41
20,1060,52636,38
20,1448,53120,384
20,1010,52649,611
20,2000,53495,61
20,410,51877,269
20,439,51877,279
20,307,51663,79
20,2221,53792,51
20,2348,53757,579
20,702,52178,562
20,1269,52937,144
20,2239,53726,363
20,2284,53708,207
20,638,52081,392
20,389,51795,193
20,1315,52791,116
20,2103,53467,522
20,2157,54242,236
20,789,52342,592
20,525,52295,270
20,278,51900,225
20,687,52518,266
20,2028,53818,36
20,1779,53089,279
20,579,52338,171
20,1684,53239,639
20,448,51900,434
20,1551,53327,145
20,616,52442,267
20,705,52200,257
20,1998,53433,554
20,1799,53556,49
20,2376,53770,552
20,1744,53055,370
20,619,52056,337
20,2296,53735,442
20,1831,54557,603
20,1875,54453,556
20,2097,53491,533
20,853,52374,156
20,978,52441,112
20,2644,54210,70
20,2578,54093,113
20,1186,52646,21
20,927,52577,181
20,1045,52725,277
20,2647,54495,439
20,2649,54212,474
20,272,51941,37
20,390,51900,148
20,979,52427,95
20,1830,54560,385
20,1434,53053,367
20,281,51614,379
20,960,52425,261
20,2173,53874,253
20,625,52145,139
20,2600,54243,530
20,284,51943,624
20,2211,53786,587
20,2115,53535,291
20,534,51997,361
20,1994,53845,169
20,2344,53740,232
20,1577,53495,467
20,2172,54230,101
20,1439,53003,468
20,639,52146,72
20,1814,54555,75
20,1512,53742,521
20,2763,54507,445
20,2124,53770,246
20,2296,53735,330
20,1810,53794,113
20,2662,54505,339
20,1668,53433,391
20,1645,53172,86
20,635,52145,277
20,2968,54585,522
20,1956,53437,162
20,766,52247,155
20,2153,54212,349
20,901,52641,468
20,1040,52722,358
20,1839,53471,133
20,2219,53816,458
20,1767,53436,636
20,2529,54585,481
20,1024,52826,458
20,2571,54055,387
20,763,52235,416
20,658,52146,5
20,1197,52668,74
20,1197,52668,182
20,1091,52902,593
20,2521,54538,432
20,1081,52531,301
20,969,52442,420
20,1842,53501,639
20,662,52147,307
20,1848,54180,199
20,486,51910,354
20,2289,53708,28
20,1676,53147,24
20,354,51792,275
20,1698,53146,86
20,993,52710,185
20,2969,54586,438
20,1707,53885,356
20,1300,52973,422
20,2173,53874,521
20,1693,53446,190
20,285,51930,565
20,461,51910,342
20,1658,53240,130
20,925,52411,268
20,2794,54537,22
20,416,51811,121
20,1368,53084,57
20,427,51900,513
20,620,52375,456
20,1317,52765,493
20,1030,52914,420
20,505,52317,283
20,1074,52937,117
20,509,52374,348
20,1082,52523,567
20,1589,52972,19
20,575,52319,189
20,1207,52672,214
20,1272,52989,633
20,1649,53149,496
20,1005,52703,228
20,2095,53474,514
20,1399,53172,193
20,1217,52672,166
20,1677,53148,326
20,2116,53854,93
20,1748,53112,526
20,716,52203,550
20,2488,54149,61
20,1438,53054,389
20,860,52319,361
20,1773,53112,317
20,2575,54085,323
20,416,51811,109
20,2502,54180,564
20,1423,53167,175
20,1414,53135,342
20,389,51795,144
20,1032,53175,371
20,2970,54589,544
20,2484,54144,69
20,2644,54210,274
20,430,51877,347
20,2153,54212,407
20,729,52468,172
20,1051,52468,284
20,1596,52998,190
20,1849,53846,209
20,1341,52786,456
20,1293,52765,76
20,2528,54571,317
